"name","category","license","license_url","icon_url","title","slug","description","downloads","rating","created_at","url","json_url","download_url","status_detail","downloads_shortened","games_detail","latest_release_version","latest_release_version_formatted","latest_release_at","latest_release_at_atom","author","author_icon_url","author_id","tags_all","created_at_atom","updated_at_atom","watchers","watchers_shortened","badges"
"DMPlayers","2","mit",,"https://assets.umod.org/images/icons/plugin/5b8aaebc50f5a.png","Damage Mod : Players","damage-mod-players","Allows you to Scale or Null all Damage types against Players","336","0.00","2018-08-06 01:12:22","https://umod.org/plugins/damage-mod-players","https://umod.org/plugins/damage-mod-players.json","https://umod.org/plugins/DMPlayers.cs","@{value=1; message=; text=Published; icon=check; class=success}","336","System.Object[]","1.2.3","v1.2.3","2018-08-06 01:12:29","2018-08-06T01:12:29+00:00","ColonBlow","https://assets.umod.org/images/icons/user/5b71186d8a9fb.png","71JgoGxgba","rust,imported","2018-08-06T01:12:22Z","2019-02-12T13:14:15Z","1","1",""
"DangerousTreasures","2","gpl3",,"https://assets.umod.org/images/icons/plugin/5b7d66ce65af7.png","Dangerous Treasures","dangerous-treasures","Dangerous event with treasure chests","2627","0.00","2018-07-25 02:35:05","https://umod.org/plugins/dangerous-treasures","https://umod.org/plugins/dangerous-treasures.json","https://umod.org/plugins/DangerousTreasures.cs","@{value=1; message=; text=Published; icon=check; class=success}","2.6K","System.Object[]","1.2.9","v1.2.9","2018-11-05 15:57:00","2018-11-05T15:57:00+00:00","nivex","","EOeK14yG4q","rust,event,gameplay,fun","2018-07-25T02:35:05Z","2019-02-12T18:50:45Z","106","106",""
"DayNightGather","2",,,"https://assets.umod.org/images/icons/plugin/5b67899d155d9.jpg","Day/Night Gather","daynight-gather","Set different gather rates for day and night.","682","0.00","2018-08-05 23:34:53","https://umod.org/plugins/daynight-gather","https://umod.org/plugins/daynight-gather.json","https://umod.org/plugins/DayNightGather.cs","@{value=1; message=; text=Published; icon=check; class=success}","682","System.Object[]","1.0.5","v1.0.5","2018-08-05 23:34:59","2018-08-05T23:34:59+00:00","Dubz","","D25jDZkKzj","rust,imported","2018-08-05T23:34:53Z","2019-02-12T18:35:40Z","11","11",""
"DeathNotes","2",,,"https://assets.umod.org/images/icons/plugin/5c238b58799f7.png","Death Notes","death-notes","Broadcasts deaths to chat along with detailed information","14281","0.00","2018-07-25 02:35:05","https://umod.org/plugins/death-notes","https://umod.org/plugins/death-notes.json","https://umod.org/plugins/DeathNotes.cs","@{value=1; message=; text=Published; icon=check; class=success}","14.3K","System.Object[]","6.2.0","v6.2.0","2018-12-15 13:26:59","2018-12-15T13:26:59+00:00","LaserHydra","https://assets.umod.org/images/icons/user/5b5bc6885b278.png","0D25jdKzjG","rust,deaths,notifications","2018-07-25T02:35:05Z","2019-02-12T19:04:07Z","411","411",""
"DeathNotesGui","2","none",,,"Death Notes GUI","death-notes-gui","Provides a GUI output for Death Notes","1060","0.00","2018-08-02 17:01:23","https://umod.org/plugins/death-notes-gui","https://umod.org/plugins/death-notes-gui.json","https://umod.org/plugins/DeathNotesGui.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.1K","System.Object[]","1.0.0","v1.0.0","2018-08-02 17:01:23","2018-08-02T17:01:23+00:00","LaserHydra","https://assets.umod.org/images/icons/user/5b5bc6885b278.png","0D25jdKzjG","rust,gui,notifications","2018-08-02T17:01:23Z","2019-02-12T18:37:23Z","46","46",""
"DecayNotifications","2",,,,"Decay Notifications","decay-notifications","Automatic decay notifications and a command for upkeep status in minutes","387","0.00","2018-08-05 22:06:39","https://umod.org/plugins/decay-notifications","https://umod.org/plugins/decay-notifications.json","https://umod.org/plugins/DecayNotifications.cs","@{value=1; message=; text=Published; icon=check; class=success}","387","System.Object[]","1.0.1","v1.0.1","2018-08-05 22:06:44","2018-08-05T22:06:44+00:00","Ankawi","","AbRgARe5B4","rust,informational,notifications","2018-08-05T22:06:39Z","2019-02-12T18:45:28Z","7","7",""
"DespawnConfig","2",,,"https://assets.umod.org/images/icons/plugin/5b67704968d54.jpg","Despawn Config","despawn-config","Configurable despawn times for dropped items, and base backpack despawn times on your configuration.","412","0.00","2018-08-05 21:46:49","https://umod.org/plugins/despawn-config","https://umod.org/plugins/despawn-config.json","https://umod.org/plugins/DespawnConfig.cs","@{value=1; message=; text=Published; icon=check; class=success}","412","System.Object[]","1.2.1","v1.2.1","2018-08-05 21:46:55","2018-08-05T21:46:55+00:00","JakeRich","https://assets.umod.org/images/icons/user/5bdc5d31f280a.jpg","MoKpQ6Jgr3","rust,imported","2018-08-05T21:46:49Z","2019-02-12T18:22:22Z","6","6",""
"DevblogAnnouncer","2",,,"https://assets.umod.org/images/icons/plugin/5b6383b8400e7.jpg","Devblog Announcer","devblog-announcer","Broadcasts to the chat and console when a new Devblog or Community Update was released","485","0.00","2018-08-02 22:20:40","https://umod.org/plugins/devblog-announcer","https://umod.org/plugins/devblog-announcer.json","https://umod.org/plugins/DevblogAnnouncer.cs","@{value=1; message=; text=Published; icon=check; class=success}","485","System.Object[]","1.2.0","v1.2.0","2018-08-02 22:20:45","2018-08-02T22:20:45+00:00","LaserHydra","https://assets.umod.org/images/icons/user/5b5bc6885b278.png","0D25jdKzjG","rust,informational","2018-08-02T22:20:40Z","2019-02-12T13:15:08Z","14","14",""
"DevilsIsland","2",,,"https://assets.umod.org/images/icons/plugin/5b676bddec7d9.jpg","Devil's Island","devils-island","Complete game mode that provides more endgame content and more","339","0.00","2018-08-05 21:27:57","https://umod.org/plugins/devils-island","https://umod.org/plugins/devils-island.json","https://umod.org/plugins/DevilsIsland.cs","@{value=1; message=; text=Published; icon=check; class=success}","339","System.Object[]","0.8.0","v0.8.0","","","","","0","rust,imported,unmaintained","2018-08-05T21:27:57Z","2019-02-12T13:15:12Z","7","7",""
"DiscordWipeAnnouncement","2","none",,"https://assets.umod.org/images/icons/plugin/5ba93d4519e45.jpg","Discord Wipe Announcement","discord-wipe-announcement","Post's an announcement to discord when the server wipes.","622","0.00","2018-09-24 19:28:01","https://umod.org/plugins/discord-wipe-announcement","https://umod.org/plugins/discord-wipe-announcement.json","https://umod.org/plugins/DiscordWipeAnnouncement.cs","@{value=1; message=; text=Published; icon=check; class=success}","622","System.Object[]","1.1.0","v1.1.0","2018-10-20 13:52:42","2018-10-20T13:52:42+00:00","MisterPixie","https://assets.umod.org/images/icons/user/5b3e115e7f76d.jpg","AbRgAegB4l","rust,discord,wip,annoucement","2018-09-24T19:28:01Z","2019-02-12T18:46:50Z","20","20",""
"DontTargetMe","2","none",,"https://assets.umod.org/images/icons/plugin/5badfbbb68985.png","Don't Target Me","dont-target-me","Makes Turrets, Bradley, Heli NPCs and PlayerNPCs ignore you.","634","0.00","2018-09-28 09:59:59","https://umod.org/plugins/dont-target-me","https://umod.org/plugins/dont-target-me.json","https://umod.org/plugins/DontTargetMe.cs","@{value=1; message=; text=Published; icon=check; class=success}","634","System.Object[]","1.0.7","v1.0.7","2018-10-31 08:53:24","2018-10-31T08:53:24+00:00","Quantum","https://assets.umod.org/images/icons/user/5c2da1c996ab6.png?uid=5c2da1cfb55c6","zxM59M65lA","rust,ignore,turrets,permissions","2018-09-28T09:59:59Z","2019-02-12T13:15:39Z","20","20",""
"DonateCredits","2",,,"https://assets.umod.org/images/icons/plugin/5b6774d60a4d0.jpg","Donation Credits","donation-credits","Rewards players with Economy credits for donations on a website","275","0.00","2018-08-05 22:06:14","https://umod.org/plugins/donation-credits","https://umod.org/plugins/donation-credits.json","https://umod.org/plugins/DonateCredits.cs","@{value=1; message=; text=Published; icon=check; class=success}","275","System.Object[]","1.1.0","v1.1.0","","","","","0","rust,imported","2018-08-05T22:06:14Z","2019-02-12T13:15:48Z","4","4",""
"DoorLimiter","2",,,"https://assets.umod.org/images/icons/plugin/5b57e1da7c4c1.png","Door Limiter","door-limiter","Only allow a certain number of people to use one door","484","0.00","2018-07-25 02:35:06","https://umod.org/plugins/door-limiter","https://umod.org/plugins/door-limiter.json","https://umod.org/plugins/DoorLimiter.cs","@{value=1; message=; text=Published; icon=check; class=success}","484","System.Object[]","1.0.6","v1.0.6","2018-07-27 19:53:01","2018-07-27T19:53:01+00:00","redBDGR","https://assets.umod.org/images/icons/user/5b5bc70fe5bcb.png","eqV5mPgNEd","rust,mechanics,restrictions","2018-07-25T02:35:06Z","2019-02-12T13:15:56Z","6","6",""
"DoorLogs","2","mit",,,"Door Logs","door-logs","Check who opens/closes doors","305","0.00","2018-09-26 17:09:00","https://umod.org/plugins/door-logs","https://umod.org/plugins/door-logs.json","https://umod.org/plugins/DoorLogs.cs","@{value=1; message=; text=Published; icon=check; class=success}","305","System.Object[]","0.2.0","v0.2.0","2018-10-13 14:53:35","2018-10-13T14:53:35+00:00","mvrb","","qdZKPoyQJE","rust,doors,logging","2018-09-26T17:09:00Z","2019-02-12T13:16:00Z","8","8",""
"DragableCorpses","2",,,"https://assets.umod.org/images/icons/plugin/5b6770fc55cb0.jpg","Drag Corpses","drag-corpses","Allows players to drag corpses around","573","0.00","2018-08-05 21:49:48","https://umod.org/plugins/drag-corpses","https://umod.org/plugins/drag-corpses.json","https://umod.org/plugins/DragableCorpses.cs","@{value=1; message=; text=Published; icon=check; class=success}","573","System.Object[]","1.0.1","v1.0.1","2018-08-05 21:49:53","2018-08-05T21:49:53+00:00","JakeRich","https://assets.umod.org/images/icons/user/5bdc5d31f280a.jpg","MoKpQ6Jgr3","rust,imported","2018-08-05T21:49:48Z","2019-02-12T13:16:04Z","13","13",""
"DropRemover","2",,,"https://assets.umod.org/images/icons/plugin/5b57e1daaa1fa.png","Drop Remover","drop-remover","Removes selected world items from the map with commands","533","0.00","2018-07-25 02:35:06","https://umod.org/plugins/drop-remover","https://umod.org/plugins/drop-remover.json","https://umod.org/plugins/DropRemover.cs","@{value=1; message=; text=Published; icon=check; class=success}","533","System.Object[]","1.0.2","v1.0.2","2018-08-01 20:56:41","2018-08-01T20:56:41+00:00","Ryan","https://assets.umod.org/images/icons/user/5b5a14078d6b0.png","oXVgqegRaQ","rust,cleanup,administration","2018-07-25T02:35:06Z","2019-02-12T13:16:08Z","10","10",""
"Duelist","2","mit",,,"Duelist","duelist","1v1 and team deathmatch event","748","0.00","2018-08-06 20:14:05","https://umod.org/plugins/duelist","https://umod.org/plugins/duelist.json","https://umod.org/plugins/Duelist.cs","@{value=1; message=; text=Published; icon=check; class=success}","748","System.Object[]","1.1.9","v1.1.9","2018-10-28 16:43:10","2018-10-28T16:43:10+00:00","nivex","","EOeK14yG4q","rust,events,eventmanager","2018-08-06T20:14:05Z","2019-02-12T13:57:57Z","15","15",""
"DynamicLootDrops","2","none",,"https://assets.umod.org/images/icons/plugin/5c2a45fe76552.png","Dynamic Loot Drops","dynamic-loot-drops","Drops loot on ground on death and allows players to auto pick up","84","0.00","2018-12-31 16:38:00","https://umod.org/plugins/dynamic-loot-drops","https://umod.org/plugins/dynamic-loot-drops.json","https://umod.org/plugins/DynamicLootDrops.cs","@{value=1; message=; text=Published; icon=check; class=success}","84","System.Object[]","1.1.0","v1.1.0","2019-01-04 19:14:41","2019-01-04T19:14:41+00:00","birthdates","https://assets.umod.org/images/icons/user/5c29621a63f54.png","BE954BrKGx","rust,looting,death","2018-12-31T16:38:00Z","2019-02-12T13:16:27Z","1","1",""
"DynamicPVP","2","mit",,"https://assets.umod.org/images/icons/plugin/5b676c62ae943.jpg","Dynamic PVP","dynamic-pvp","Creates temporary PvP zones on certain actions/events","443","0.00","2018-08-05 21:30:10","https://umod.org/plugins/dynamic-pvp","https://umod.org/plugins/dynamic-pvp.json","https://umod.org/plugins/DynamicPVP.cs","@{value=1; message=; text=Published; icon=check; class=success}","443","System.Object[]","3.2.4","v3.2.4","2018-08-05 21:30:18","2018-08-05T21:30:18+00:00","Orange","https://assets.umod.org/images/icons/user/5ba216a6d7f65.png","EOeK1R8gG4","rust,zone,pvp,pve,zones","2018-08-05T21:30:10Z","2019-02-12T18:13:14Z","15","15",""
"EasyAirdrop","2",,,"https://assets.umod.org/images/icons/plugin/5b6383329ac63.jpg","Easy Airdrop","easy-airdrop","Call airdrops using simple commands","1221","0.00","2018-08-02 22:18:26","https://umod.org/plugins/easy-airdrop","https://umod.org/plugins/easy-airdrop.json","https://umod.org/plugins/EasyAirdrop.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.2K","System.Object[]","3.2.5","v3.2.5","2018-08-02 22:18:34","2018-08-02T22:18:34+00:00","LaserHydra","https://assets.umod.org/images/icons/user/5b5bc6885b278.png","0D25jdKzjG","rust,imported","2018-08-02T22:18:26Z","2019-02-12T14:03:11Z","27","27",""
"EasyBroadcast","2",,,"https://assets.umod.org/images/icons/plugin/5b679eca2db91.jpg","Easy Broadcast","easy-broadcast","allows you to broadcast a message to the chat.","242","0.00","2018-08-06 01:05:14","https://umod.org/plugins/easy-broadcast","https://umod.org/plugins/easy-broadcast.json","https://umod.org/plugins/EasyBroadcast.cs","@{value=1; message=; text=Published; icon=check; class=success}","242","System.Object[]","2.1.0","v2.1.0","2018-08-06 01:05:20","2018-08-06T01:05:20+00:00","LaserHydra","https://assets.umod.org/images/icons/user/5b5bc6885b278.png","0D25jdKzjG","rust,imported","2018-08-06T01:05:14Z","2019-02-12T13:16:40Z","6","6",""
"EasyVote","2",,,"https://assets.umod.org/images/icons/plugin/5b6772c4e50c8.jpg","Easy Vote","easy-vote","Most customizable vote plugin for Rust servers","603","0.00","2018-08-05 21:57:24","https://umod.org/plugins/easy-vote","https://umod.org/plugins/easy-vote.json","https://umod.org/plugins/EasyVote.cs","@{value=1; message=; text=Published; icon=check; class=success}","603","System.Object[]","2.0.35","v2.0.35","2018-08-05 21:57:32","2018-08-05T21:57:32+00:00","Exel80","","jryL1lAKNB","rust,voting,rewards","2018-08-05T21:57:24Z","2019-02-12T18:03:12Z","15","15",""
"EasyVoteHighestvoter","2",,,,"Easy Vote Highest Voter","easy-vote-highest-voter","Monthly check for the highest voter and reward them","230","0.00","2018-08-05 22:10:37","https://umod.org/plugins/easy-vote-highest-voter","https://umod.org/plugins/easy-vote-highest-voter.json","https://umod.org/plugins/EasyVoteHighestvoter.cs","@{value=1; message=; text=Published; icon=check; class=success}","230","System.Object[]","1.0.2","v1.0.2","2018-08-05 22:10:43","2018-08-05T22:10:43+00:00","Exel80","","jryL1lAKNB","rust,easyvote,voting,rewards","2018-08-05T22:10:37Z","2019-02-12T13:16:52Z","6","6",""
"EditTool","2",,,"https://assets.umod.org/images/icons/plugin/5b6775cc1152b.jpg","Edit Tool","edit-tool","Provides a GMod type tool to edit your environment. Additonal plugins can add functionality.","545","0.00","2018-08-05 22:10:20","https://umod.org/plugins/edit-tool","https://umod.org/plugins/edit-tool.json","https://umod.org/plugins/EditTool.cs","@{value=1; message=; text=Published; icon=check; class=success}","545","System.Object[]","1.0.2","v1.0.2","2018-08-05 22:10:27","2018-08-05T22:10:27+00:00","JakeRich","https://assets.umod.org/images/icons/user/5bdc5d31f280a.jpg","MoKpQ6Jgr3","rust,imported","2018-08-05T22:10:20Z","2019-02-12T13:17:07Z","9","9",""
"ElectricGeneratorTweaker","2","gpl3",,"https://assets.umod.org/images/icons/plugin/5c5e2bd913b89.png","Electric Generator Tweaker","electric-generator-tweaker","Allows tweaking/changing of electric generator attributes","29","0.00","2019-02-09 01:23:59","https://umod.org/plugins/electric-generator-tweaker","https://umod.org/plugins/electric-generator-tweaker.json","https://umod.org/plugins/ElectricGeneratorTweaker.cs","@{value=1; message=; text=Published; icon=check; class=success}","29","System.Object[]","0.0.1","v0.0.1","2019-02-09 01:23:59","2019-02-09T01:23:59+00:00","BuzZ","https://assets.umod.org/images/icons/user/5b71acad551cd.jpg","oXVgqPRKRa","rust,electricity,generator","2019-02-09T01:23:59Z","2019-02-12T18:20:35Z","2","2","New"
"EMInterface","2",,,"https://assets.umod.org/images/icons/plugin/5b63c0243b6b4.jpg","EMInterface","eminterface","The control system for the Event Manager plugin","1371","0.00","2018-08-03 02:38:28","https://umod.org/plugins/eminterface","https://umod.org/plugins/eminterface.json","https://umod.org/plugins/EMInterface.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.4K","System.Object[]","1.0.5","v1.0.5","2018-08-04 19:58:58","2018-08-04T19:58:58+00:00","k1lly0u","https://assets.umod.org/images/icons/user/5b39dd7690b34.png","72PK2jKL94","rust,events,gui","2018-08-03T02:38:28Z","2019-02-12T13:17:20Z","39","39",""
"EMSQL","2",,,"https://assets.umod.org/images/icons/plugin/5b65231aa37a3.jpg","EMSQL","emsql","MySQL database add-on for Event Manager","416","0.00","2018-08-04 03:52:58","https://umod.org/plugins/emsql","https://umod.org/plugins/emsql.json","https://umod.org/plugins/EMSQL.cs","@{value=1; message=; text=Published; icon=check; class=success}","416","System.Object[]","0.0.5","v0.0.5","2018-08-04 03:53:04","2018-08-04T03:53:04+00:00","Steenamaroo","https://assets.umod.org/images/icons/user/5b5d187d86c22.png","rZ2yrE567b","rust,mysql,database,events","2018-08-04T03:52:58Z","2019-02-12T13:17:33Z","4","4",""
"EnhancedHammer","2",,,"https://assets.umod.org/images/icons/plugin/5b677d4e3a5c2.jpg","Enhanced Hammer","enhanced-hammer","Quickly upgrade your base with a hammer","2771","0.00","2018-08-05 22:42:22","https://umod.org/plugins/enhanced-hammer","https://umod.org/plugins/enhanced-hammer.json","https://umod.org/plugins/EnhancedHammer.cs","@{value=1; message=; text=Published; icon=check; class=success}","2.8K","System.Object[]","1.3.4","v1.3.4","2018-08-05 22:42:28","2018-08-05T22:42:28+00:00","FuJiCuRa","https://assets.umod.org/images/icons/user/5b3cf8f46c05c.png","wMoKpkyr3D","rust,building,mechanics","2018-08-05T22:42:22Z","2019-02-12T18:36:32Z","133","133",""
"EntityData","2","mit",,"https://assets.umod.org/images/icons/plugin/5c160677df791.png","Entity Data","entity-data","Saving specified information about player-owned entities","147","0.00","2018-12-16 07:59:27","https://umod.org/plugins/entity-data","https://umod.org/plugins/entity-data.json","https://umod.org/plugins/EntityData.cs","@{value=1; message=; text=Published; icon=check; class=success}","147","System.Object[]","1.0.3","v1.0.3","2018-12-18 15:43:16","2018-12-18T15:43:16+00:00","Orange","https://assets.umod.org/images/icons/user/5ba216a6d7f65.png","EOeK1R8gG4","rust,api,entity,info","2018-12-16T07:59:27Z","2019-02-12T13:17:45Z","3","3",""
"EntityLimit","2",,,"https://assets.umod.org/images/icons/plugin/5b676c4e9bafc.jpg","Entity Limit","entity-limit","Limit entities per player","366","0.00","2018-08-05 21:29:50","https://umod.org/plugins/entity-limit","https://umod.org/plugins/entity-limit.json","https://umod.org/plugins/EntityLimit.cs","@{value=1; message=; text=Published; icon=check; class=success}","366","System.Object[]","0.6.3","v0.6.3","2018-08-05 21:29:56","2018-08-05T21:29:56+00:00","PaiN","","ZbN5MQx510","rust,imported","2018-08-05T21:29:50Z","2019-02-12T13:17:52Z","13","13",""
"EntityOwner","2",,,"https://assets.umod.org/images/icons/plugin/5b629f872864c.jpg","Entity Owner","entity-owner","Show and modify entity ownership and cupboard/turret authorization","1935","0.00","2018-08-02 06:07:03","https://umod.org/plugins/entity-owner","https://umod.org/plugins/entity-owner.json","https://umod.org/plugins/EntityOwner.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.9K","System.Object[]","3.2.0","v3.2.0","2018-12-18 08:39:33","2018-12-18T08:39:33+00:00","Calytic","https://assets.umod.org/images/icons/user/5c2d465a03b5a.png","QNMy3b5AzV","rust,informational,auth,administration","2018-08-02T06:07:03Z","2019-02-12T17:49:06Z","106","106",""
"EntityReducer","2",,,"https://assets.umod.org/images/icons/plugin/5b9dd03015622.png","Entity Reducer","entity-reducer","Reduce amount of entities by removing non desired objects","394","0.00","2018-08-05 21:50:37","https://umod.org/plugins/entity-reducer","https://umod.org/plugins/entity-reducer.json","https://umod.org/plugins/EntityReducer.cs","@{value=1; message=; text=Published; icon=check; class=success}","394","System.Object[]","1.3","v1.3","2018-09-15 17:35:14","2018-09-15T17:35:14+00:00","BrunoPuccio","","qV5m7aJKNE","rust,entities,server","2018-08-05T21:50:37Z","2019-02-12T19:35:04Z","7","7",""
"EventManager","2",,,"https://assets.umod.org/images/icons/plugin/5b63bec32dfe0.jpg","Event Manager","event-manager","A versitile arena event plugin","1714","0.00","2018-08-03 02:32:35","https://umod.org/plugins/event-manager","https://umod.org/plugins/event-manager.json","https://umod.org/plugins/EventManager.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.7K","System.Object[]","3.0.76","v3.0.76","2018-08-04 19:59:03","2018-08-04T19:59:03+00:00","k1lly0u","https://assets.umod.org/images/icons/user/5b39dd7690b34.png","72PK2jKL94","rust,events,api","2018-08-03T02:32:35Z","2019-02-12T15:49:29Z","44","44",""
"EventRandomizer","2","mit",,,"Event Randomizer","event-randomizer","Random timers for Cargo Ship, Patrol Helicopter, and Chinook","1121","0.00","2018-11-01 08:03:07","https://umod.org/plugins/event-randomizer","https://umod.org/plugins/event-randomizer.json","https://umod.org/plugins/EventRandomizer.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.1K","System.Object[]","0.2.0","v0.2.0","2018-11-05 11:30:30","2018-11-05T11:30:30+00:00","mvrb","","qdZKPoyQJE","rust,events","2018-11-01T08:03:07Z","2019-02-12T15:03:06Z","32","32",""
"Everlight","2","mit",,,"Everlight","everlight","Allows infinite light from configured objects by not consuming fuel","933","0.00","2018-07-25 02:35:07","https://umod.org/plugins/everlight","https://umod.org/plugins/everlight.json","https://umod.org/plugins/Everlight.cs","@{value=1; message=; text=Published; icon=check; class=success}","933","System.Object[]","3.3.1","v3.3.1","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","rust,mechanics,configuration","2018-07-25T02:35:07Z","2019-02-12T13:18:13Z","29","29",""
"ExclusiveLooter","2",,,"https://assets.umod.org/images/icons/plugin/5b57e1db621e5.png","Exclusive Looter","exclusive-looter","Allows only one player to loot an entity at a time","429","0.00","2018-07-25 02:35:07","https://umod.org/plugins/exclusive-looter","https://umod.org/plugins/exclusive-looter.json","https://umod.org/plugins/ExclusiveLooter.cs","@{value=1; message=; text=Published; icon=check; class=success}","429","System.Object[]","1.0.0","v1.0.0","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","redBDGR","https://assets.umod.org/images/icons/user/5b5bc70fe5bcb.png","eqV5mPgNEd","rust,restrictions,loot","2018-07-25T02:35:07Z","2019-02-12T13:18:17Z","4","4",""
"ExplosionTracker","2",,,"https://assets.umod.org/images/icons/plugin/5b57e1db9071b.png","Explosion Tracker","explosion-tracker","Tracks and logs every explosion that happens on the server","778","0.00","2018-07-25 02:35:07","https://umod.org/plugins/explosion-tracker","https://umod.org/plugins/explosion-tracker.json","https://umod.org/plugins/ExplosionTracker.cs","@{value=1; message=; text=Published; icon=check; class=success}","778","System.Object[]","1.0.2","v1.0.2","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","Ryan","https://assets.umod.org/images/icons/user/5b5a14078d6b0.png","oXVgqegRaQ","rust,logging","2018-07-25T02:35:07Z","2019-02-12T15:03:14Z","16","16",""
"ExplosiveBarrels","2","mit",,"https://assets.umod.org/images/icons/plugin/5c14a75188a89.png","Explosive Barrels","explosive-barrels","Allows barrels to blow up on damage or death","200","0.00","2018-12-15 06:47:36","https://umod.org/plugins/explosive-barrels","https://umod.org/plugins/explosive-barrels.json","https://umod.org/plugins/ExplosiveBarrels.cs","@{value=1; message=; text=Published; icon=check; class=success}","200","System.Object[]","1.0.1","v1.0.1","2018-12-18 13:09:04","2018-12-18T13:09:04+00:00","Orange","https://assets.umod.org/images/icons/user/5ba216a6d7f65.png","EOeK1R8gG4","rust,barrel,explosion,effect,fun","2018-12-15T06:47:36Z","2019-02-12T13:18:25Z","8","8",""
"ExplosiveRounds","2",,,"https://assets.umod.org/images/icons/plugin/5b57e1dbbd063.png","Explosive Rounds","explosive-rounds","Gives explosive bullets effects on impact","616","0.00","2018-07-25 02:35:07","https://umod.org/plugins/explosive-rounds","https://umod.org/plugins/explosive-rounds.json","https://umod.org/plugins/ExplosiveRounds.cs","@{value=1; message=; text=Published; icon=check; class=success}","616","System.Object[]","1.0.1","v1.0.1","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","redBDGR","https://assets.umod.org/images/icons/user/5b5bc70fe5bcb.png","eqV5mPgNEd","rust,mecahnics","2018-07-25T02:35:07Z","2019-02-12T13:18:29Z","9","9",""
"ExplosivesModifier","2",,,"https://assets.umod.org/images/icons/plugin/5b6782109728d.jpg","Explosives Modifier","explosives-modifier","Allows you to modify explosive damage and radius","371","0.00","2018-08-05 23:02:40","https://umod.org/plugins/explosives-modifier","https://umod.org/plugins/explosives-modifier.json","https://umod.org/plugins/ExplosivesModifier.cs","@{value=1; message=; text=Published; icon=check; class=success}","371","System.Object[]","1.3.2","v1.3.2","2018-08-05 23:02:46","2018-08-05T23:02:46+00:00","Mughisi","","pjryLngNBR","rust,imported","2018-08-05T23:02:40Z","2019-02-12T13:18:36Z","6","6",""
"ExtendedRecycler","2","mit",,"https://assets.umod.org/images/icons/plugin/5c18f042016d7.png","Extended Recycler","extended-recycler","Extend recyclers for personal use and more","795","0.00","2018-12-18 13:01:46","https://umod.org/plugins/extended-recycler","https://umod.org/plugins/extended-recycler.json","https://umod.org/plugins/ExtendedRecycler.cs","@{value=1; message=; text=Published; icon=check; class=success}","795","System.Object[]","1.0.6","v1.0.6","2019-02-04 14:30:38","2019-02-04T14:30:38+00:00","Orange","https://assets.umod.org/images/icons/user/5ba216a6d7f65.png","EOeK1R8gG4","rust,recyler,mechanics,fun,item,custom","2018-12-18T13:01:46Z","2019-02-12T18:53:25Z","44","44",""
"ExternalWallDecayProtection","2","mit",,"https://assets.umod.org/images/icons/plugin/5bcff9e7c4db7.png","External Wall Decay Protection","external-wall-decay-protection","Adds protection from decay to walls","466","0.00","2018-10-14 21:18:04","https://umod.org/plugins/external-wall-decay-protection","https://umod.org/plugins/external-wall-decay-protection.json","https://umod.org/plugins/ExternalWallDecayProtection.cs","@{value=1; message=; text=Published; icon=check; class=success}","466","System.Object[]","1.0.0","v1.0.0","2018-10-14 21:18:04","2018-10-14T21:18:04+00:00","Orange","https://assets.umod.org/images/icons/user/5ba216a6d7f65.png","EOeK1R8gG4","rust,protection,fix,entities","2018-10-14T21:18:04Z","2019-02-12T14:04:56Z","19","19",""
"ExternalWallProtect","2",,,"https://assets.umod.org/images/icons/plugin/5b57e1dbe6b81.png","External Wall Protect","external-wall-protect","Prevents ladders from being able to be placed on external walls","1149","0.00","2018-07-25 02:35:07","https://umod.org/plugins/external-wall-protect","https://umod.org/plugins/external-wall-protect.json","https://umod.org/plugins/ExternalWallProtect.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.1K","System.Object[]","1.0.3","v1.0.3","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","redBDGR","https://assets.umod.org/images/icons/user/5b5bc70fe5bcb.png","eqV5mPgNEd","rust,building,restrictions","2018-07-25T02:35:07Z","2019-02-12T15:03:22Z","22","22",""
"Factions","2",,,"https://assets.umod.org/images/icons/plugin/5b677c2199d80.jpg","Factions","factions","A Faction system with Leaders, Taxes, Trades, Ranks, Kill Rewards, and MORE!","417","0.00","2018-08-05 22:37:21","https://umod.org/plugins/factions","https://umod.org/plugins/factions.json","https://umod.org/plugins/Factions.cs","@{value=1; message=; text=Published; icon=check; class=success}","417","System.Object[]","3.5.5","v3.5.5","2018-08-05 22:37:31","2018-08-05T22:37:31+00:00","Absolut","","0D25jDdKzj","rust,imported","2018-08-05T22:37:21Z","2019-02-12T13:18:52Z","1","1",""
